from,to,width
1065,1652,0.000740439
1085,1652,0.00179608
1144,1652,0.000726568
1193,1652,0.00190069
1248,1652,0.00118822
1250,1652,0.00132188
1265,1652,0.0028486
1269,1652,0.000746798
1282,1652,0.000756893
1299,1652,0.00118336
1301,1652,0.00127137
1354,1652,0.00065463
1368,1652,0.0383877
1411,1652,0.00062284
1551,1652,0.000560892
1574,1652,0.00312674
1583,1652,0.0383877
1633,1652,0.00222145
1659,1652,0.000701158
1666,1652,0.00229584
1670,1652,0.0090673
1681,1652,0.000695433
1682,1652,0.00115244
1794,1652,0.00547795
1816,1652,0.00207389
1829,1652,0.00108336
1891,1652,0.0153728
1959,1652,0.00113785
2001,1652,0.00129827
2063,1652,0.00099985
2219,1652,0.000313453
2294,1652,0.000281789
2338,1652,0.00217415
2429,1652,0.00154919
2488,1652,0.000677424
225,1654,0.0382823
1377,1654,2.83469
1702,1654,0.459687
3,1659,0.0349582
4,1659,0.0349582
8,1659,0.00799731
11,1659,0.00518826
15,1659,0.0199584
16,1659,0.0295252
17,1659,0.0165638
24,1659,0.0249133
26,1659,0.0490269
27,1659,0.0324694
29,1659,0.0144865
33,1659,0.0263991
37,1659,0.0029928
39,1659,0.0132027
42,1659,0.00935573
45,1659,0.0149872
48,1659,0.0254467
52,1659,0.111633
56,1659,0.00125159
57,1659,0.00113453
62,1659,0.00756914
63,1659,0.052726
68,1659,0.0151181
73,1659,0.00321791
74,1659,0.00551411
75,1659,0.0198434
76,1659,0.0198434
81,1659,0.00221823
82,1659,0.00221823
85,1659,0.00343702
86,1659,0.0216698
88,1659,0.0249563
113,1659,0.0202794
115,1659,0.0732507
119,1659,0.0034826
133,1659,0.0244538
134,1659,0.0260585
148,1659,0.00998689
156,1659,1.86071
168,1659,0.00781719
169,1659,0.00561136
176,1659,0.359852
182,1659,0.00645786
192,1659,2.89344
193,1659,0.00645786
198,1659,0.0281603
199,1659,0.0287305
200,1659,0.0379205
201,1659,0.0290421
206,1659,0.148881
210,1659,0.200968
215,1659,0.226592
224,1659,0.188819
227,1659,1.6767
233,1659,0.0738816
237,1659,0.115772
248,1659,0.103357
298,1659,0.0136937
300,1659,0.00192003
306,1659,0.00407525
310,1659,0.0172069
321,1659,0.00717214
322,1659,0.0069341
337,1659,0.00937976
344,1659,0.00682879
347,1659,0.010892
402,1659,0.0248557
408,1659,0.0102539
417,1659,0.0010926
419,1659,0.0424816
421,1659,0.00307753
433,1659,0.0545463
444,1659,0.0283028
448,1659,0.00848072
453,1659,0.0199522
500,1659,0.00136082
508,1659,0.0873357
509,1659,0.130717
532,1659,0.00941885
535,1659,0.018003
554,1659,0.0109417
578,1659,0.0144521
583,1659,0.00303341
600,1659,0.0186433
609,1659,0.0581281
617,1659,0.016986
644,1659,0.00368487
655,1659,0.011553
660,1659,0.512705
666,1659,0.00266466
667,1659,0.0149903
670,1659,0.0320955
680,1659,0.0100705
682,1659,0.015828
688,1659,0.0153353
690,1659,0.201895
695,1659,0.00388382
696,1659,0.0106928
723,1659,0.0473602
729,1659,0.0369393
731,1659,0.00469468
736,1659,0.0489273
742,1659,0.000773151
758,1659,0.0188266
771,1659,0.00971828
817,1659,0.466902
821,1659,0.00107244
827,1659,0.0499637
863,1659,0.00265175
864,1659,0.0225538
886,1659,0.0338805
897,1659,0.0443441
903,1659,0.0027796
937,1659,0.00276151
939,1659,0.0124351
948,1659,0.00356082
952,1659,0.0232221
956,1659,0.0142478
957,1659,0.00547196
960,1659,0.0291348
964,1659,0.0024434
965,1659,0.0371279
973,1659,0.0019013
1013,1659,0.00692506
1017,1659,0.00240661
1020,1659,0.00337185
1032,1659,0.00419153
1039,1659,0.0280785
1065,1659,0.021177
1080,1659,0.0230447
1081,1659,0.00480323
1085,1659,0.0228971
1091,1659,0.079051
1094,1659,0.00429096
1193,1659,0.0258194
1250,1659,0.361425
1269,1659,0.00539229
1411,1659,0.00449741
1633,1659,0.0283128
1794,1659,0.198013
1816,1659,0.561198
1893,1659,0.00474432
1959,1659,0.0369141
1974,1659,0.141905
2001,1659,0.00566733
2028,1659,0.00671785
2063,1659,0.0213772
2219,1659,0.00789751
2225,1659,0.0104366
2255,1659,0.00348027
2294,1659,0.0071
2325,1659,0.00178255
2338,1659,0.0123457
2488,1659,0.00374994
2733,1659,0.00128532
2797,1659,0.00277445
2815,1659,0.014275
2828,1659,0.00314416
134,1665,0.00298156
176,1665,0.00287399
182,1665,0.00387522
192,1665,0.00297618
193,1665,0.00387522
206,1665,0.00333278
212,1665,0.00292395
233,1665,0.017417
723,1665,0.0233382
1248,1665,0.00514794
1250,1665,0.00302984
1299,1665,0.00512689
1301,1665,0.00550812
1354,1665,0.00283642
1551,1665,0.00243031
1829,1665,0.00469373
1959,1665,0.00492977
8,1666,0.000266381
15,1666,0.000373614
17,1666,0.000681979
24,1666,0.00067924
26,1666,0.00277154
29,1666,0.000695669
33,1666,0.00105706
39,1666,0.00056108
42,1666,0.000722426
45,1666,0.000719731
52,1666,0.000399695
62,1666,0.000779968
68,1666,0.00064254
75,1666,0.0334336
76,1666,0.0334336
86,1666,0.0198888
87,1666,0.4555
88,1666,0.000922193
115,1666,0.00870256
117,1666,0.0697168
119,1666,0.100505
134,1666,0.0475984
145,1666,0.504146
149,1666,0.0560333
156,1666,2.90459
168,1666,0.000307805
169,1666,0.000222691
176,1666,0.0082605
182,1666,0.0147918
192,1666,0.00855412
193,1666,0.0147918
195,1666,0.0622982
198,1666,0.00678861
199,1666,0.0441959
200,1666,0.0091449
201,1666,0.0419259
206,1666,0.00957874
210,1666,0.0674432
212,1666,0.00840406
218,1666,0.00798558
221,1666,4.50706
225,1666,0.0191595
227,1666,0.593417
230,1666,0.0231757
233,1666,0.0261141
238,1666,0.00850051
248,1666,0.00834525
347,1666,0.00042894
402,1666,0.00082859
433,1666,0.000468834
448,1666,0.000629696
453,1666,0.000931836
532,1666,0.000446297
535,1666,0.000765257
554,1666,0.000458029
578,1666,0.000674787
609,1666,0.000816164
617,1666,0.00034246
655,1666,0.00040268
667,1666,0.000637105
680,1666,0.00034803
688,1666,0.000736458
690,1666,0.000285646
695,1666,0.00068368
696,1666,0.000422231
723,1666,0.027861
729,1666,0.00123213
736,1666,0.00163295
758,1666,0.000568392
771,1666,0.000346441
864,1666,0.0385092
878,1666,0.0820789
886,1666,0.00189841
897,1666,0.00172977
960,1666,0.000458792
965,1666,0.0019292
1039,1666,0.0431936
1065,1666,0.00489727
1085,1666,0.01983
1144,1666,0.00429259
1193,1666,0.0372762
1248,1666,0.0147932
1250,1666,0.0036523
1265,1666,0.0347434
1269,1666,0.00470918
1282,1666,0.00447172
1299,1666,0.00512689
1301,1666,0.00550812
1354,1666,0.00815254
1551,1666,0.00698554
1633,1666,0.00104639
1659,1666,0.0390146
1681,1666,0.00410867
1741,1666,1.89842
1744,1666,0.982773
1816,1666,0.0406665
1829,1666,0.00469373
1893,1666,0.0186866
1959,1666,0.0542443
2001,1666,0.00433085
2028,1666,0.000285403
2063,1666,0.00099985
2219,1666,0.000313453
2294,1666,0.000281789
145,1669,0.00834004
149,1669,0.00468148
156,1669,2.90459
177,1669,0.000153585
195,1669,0.0052064
202,1669,0.00821637
203,1669,0.00823805
208,1669,0.00531526
210,1669,0.0674432
220,1669,0.0113977
221,1669,0.010396
225,1669,0.00159803
227,1669,0.593417
240,1669,0.00373574
241,1669,0.00806772
242,1669,0.0115674
1265,1669,0.0115674
1659,1669,0.0340661
1666,1669,0.00932356
1959,1669,0.00462173
8,1670,0.000266381
15,1670,0.000373614
17,1670,0.000681979
24,1670,0.00067924
26,1670,0.00277154
29,1670,0.000695669
33,1670,0.00105706
39,1670,0.00056108
42,1670,0.000722426
45,1670,0.000719731
52,1670,0.000399695
62,1670,0.000779968
68,1670,0.00064254
75,1670,0.0289392
76,1670,0.0289392
86,1670,0.0198888
87,1670,0.4555
88,1670,0.000922193
115,1670,0.00870256
117,1670,0.0697168
119,1670,0.0867022
134,1670,0.0475984
168,1670,0.000307805
169,1670,0.000222691
176,1670,0.00287399
182,1670,0.00951283
192,1670,0.00297618
193,1670,0.00951283
198,1670,0.00102648
199,1670,0.0382575
200,1670,0.00138291
201,1670,0.0362919
206,1670,0.00333278
212,1670,0.00292395
218,1670,0.00412367
221,1670,0.48701
230,1670,0.0119721
233,1670,0.0261141
238,1670,0.00438962
248,1670,0.00834525
347,1670,0.00042894
402,1670,0.00082859
433,1670,0.000468834
448,1670,0.000629696
453,1670,0.000931836
532,1670,0.000446297
535,1670,0.000765257
554,1670,0.000458029
578,1670,0.000674787
609,1670,0.000816164
617,1670,0.00034246
655,1670,0.00040268
667,1670,0.000637105
680,1670,0.00034803
688,1670,0.000736458
690,1670,0.000285646
695,1670,0.00068368
696,1670,0.000422231
723,1670,0.027861
729,1670,0.00123213
736,1670,0.00163295
758,1670,0.000568392
771,1670,0.000346441
864,1670,0.0385092
878,1670,0.0664969
886,1670,0.00189841
897,1670,0.00172977
960,1670,0.000458792
965,1670,0.0019292
1039,1670,0.0373896
1065,1670,0.000740439
1085,1670,0.0150874
1193,1670,0.032266
1248,1670,0.00514794
1250,1670,0.0036523
1265,1670,0.0179527
1269,1670,0.00470918
1299,1670,0.00512689
1301,1670,0.00550812
1354,1670,0.00283642
1551,1670,0.00243031
1633,1670,0.00104639
1659,1670,0.00496548
1816,1670,0.0352014
1829,1670,0.00469373
1893,1670,0.0148104
1959,1670,0.0475545
2001,1670,0.00433085
2028,1670,0.000285403
2063,1670,0.00099985
2219,1670,0.000313453
2294,1670,0.000281789
8,1681,0.00162858
15,1681,0.00282025
17,1681,0.000858345
24,1681,0.0131749
26,1681,0.00669846
29,1681,0.00525073
33,1681,0.0123835
34,1681,0.00290138
39,1681,0.0128136
45,1681,0.00543231
52,1681,0.00185024
53,1681,0.00636703
63,1681,0.00785127
68,1681,0.0146727
73,1681,0.00504534
74,1681,0.00551411
75,1681,0.00101048
76,1681,0.00101048
81,1681,0.00221823
82,1681,0.00221823
85,1681,0.00662812
86,1681,0.0114383
88,1681,0.00116068
90,1681,0.00224287
98,1681,0.119416
113,1681,0.068396
115,1681,0.058836
133,1681,0.00749221
134,1681,0.00798432
148,1681,0.00724996
149,1681,0.0133698
166,1681,0.00229653
167,1681,0.00263598
168,1681,0.00858671
169,1681,0.00649315
173,1681,0.00187414
174,1681,0.00187533
182,1681,0.0112985
184,1681,0.402616
185,1681,0.017112
186,1681,0.0195182
193,1681,0.0112985
194,1681,0.0149463
195,1681,0.0148682
198,1681,0.00129193
199,1681,0.00133645
200,1681,0.00174052
201,1681,0.00126767
211,1681,0.0193911
218,1681,0.158037
224,1681,0.0744036
225,1681,0.00456512
230,1681,0.0102828
233,1681,0.861144
237,1681,0.0103917
238,1681,1.1529
240,1681,0.0106698
248,1681,1.02276
250,1681,0.00249178
251,1681,0.00201447
285,1681,0.00794571
306,1681,0.00407525
310,1681,0.0172069
337,1681,0.015037
344,1681,0.0109483
347,1681,0.011964
402,1681,0.00383536
417,1681,0.0122102
433,1681,0.00360219
444,1681,0.00602359
448,1681,0.000729644
453,1681,0.00225243
462,1681,0.308018
479,1681,0.00426159
500,1681,0.00278474
532,1681,0.0108679
535,1681,0.0174726
543,1681,0.00531491
554,1681,0.0119884
578,1681,0.00509316
583,1681,0.0111215
600,1681,0.00676178
609,1681,0.00197284
617,1681,0.0026625
644,1681,0.00710601
655,1681,0.00589426
657,1681,0.00393747
666,1681,0.0365769
667,1681,0.0145486
680,1681,0.00897513
682,1681,0.00599105
688,1681,0.00805745
690,1681,0.00319045
695,1681,0.0112404
696,1681,0.0361372
723,1681,0.061889
729,1681,0.00297823
736,1681,0.00394694
740,1681,0.0063316
742,1681,0.000773151
758,1681,0.00330344
771,1681,0.00893416
817,1681,0.0080016
821,1681,0.0131295
827,1681,0.00299223
864,1681,0.00134526
886,1681,0.00238932
897,1681,0.00217708
903,1681,0.0063191
937,1681,0.00627798
939,1681,0.00396747
948,1681,0.00686682
952,1681,0.00754158
956,1681,0.0142478
957,1681,0.00547196
960,1681,0.000577441
964,1681,0.00555491
965,1681,0.00242807
973,1681,0.00432263
1004,1681,0.194512
1013,1681,0.00692506
1017,1681,0.00547127
1020,1681,0.00528669
1032,1681,0.00292373
1037,1681,0.115606
1039,1681,0.00130608
1065,1681,0.0114359
1080,1681,0.0230447
1081,1681,0.00697446
1085,1681,0.0010648
1091,1681,0.079051
1094,1681,0.00827457
1144,1681,0.186479
1193,1681,0.00112682
1265,1681,0.0483835
1269,1681,0.0283644
1282,1681,0.290202
1339,1681,0.182545
1411,1681,0.96319
1445,1681,1.1941
1533,1681,0.177197
1574,1681,0.0191828
1633,1681,0.001317
1648,1681,0.467682
1659,1681,0.0151118
1757,1681,2.09309
1833,1681,0.16601
1893,1681,1.2427
1959,1681,0.00616183
2001,1681,0.0267948
2028,1681,0.00748822
2031,1681,0.00163824
2063,1681,0.0111635
2219,1681,0.00389536
2225,1681,0.0123684
2255,1681,0.00663779
2294,1681,0.0072813
2325,1681,0.00178255
2338,1681,0.0181413
2488,1681,0.00393702
2614,1681,0.00757289
2712,1681,0.00459031
2797,1681,0.00410115
2815,1681,0.0078883
2823,1681,0.0378071
2825,1681,0.034904
2828,1681,0.00714439
8,1682,0.000814964
15,1682,0.00750428
17,1682,0.000663793
24,1682,0.00141694
26,1682,0.00562903
29,1682,0.0139687
33,1682,0.0181372
39,1682,0.0435341
45,1682,0.0144515
52,1682,0.0359775
53,1682,0.0405521
55,1682,0.0025041
56,1682,0.00208589
57,1682,0.00320976
63,1682,0.00316202
64,1682,0.0998217
68,1682,0.00305629
75,1682,0.00245611
76,1682,0.00245611
86,1682,0.00244928
88,1682,0.00282116
90,1682,0.0581514
115,1682,0.0386201
133,1682,0.00131154
134,1682,0.00139772
140,1682,0.132746
148,1682,1.83612
149,1682,0.0031395
166,1682,0.029768
167,1682,0.0168279
168,1682,0.00563107
169,1682,0.0177216
172,1682,0.0042034
173,1682,0.0452558
174,1682,0.0760427
176,1682,0.00134729
182,1682,0.0193808
184,1682,0.0490187
185,1682,0.00401882
186,1682,0.0461252
187,1682,0.00640536
192,1682,0.00139519
193,1682,0.0193808
194,1682,0.00194776
195,1682,0.00349155
198,1682,0.00314016
199,1682,0.00324836
200,1682,0.00423036
201,1682,0.00308119
206,1682,0.00156238
210,1682,0.151108
211,1682,0.00455446
212,1682,0.00137071
215,1682,0.113945
218,1682,0.00945589
224,1682,0.00699768
225,1682,0.00132531
227,1682,0.0142167
230,1682,0.027439
233,1682,0.0386632
236,1682,0.00566504
237,1682,0.0037935
238,1682,0.0100656
240,1682,0.00389508
247,1682,0.419863
248,1682,0.0751413
264,1682,0.00923778
281,1682,0.00873003
285,1682,0.00065789
292,1682,0.00240105
296,1682,0.00736248
305,1682,2.13755
309,1682,0.220536
321,1682,0.118866
322,1682,0.114943
329,1682,0.0106072
335,1682,0.0081636
347,1682,0.00239797
402,1682,0.0142197
417,1682,0.0123284
433,1682,0.00143432
444,1682,0.0070941
448,1682,0.000647433
453,1682,0.00285065
462,1682,0.110749
479,1682,0.0149928
532,1682,0.00879032
535,1682,0.00363992
543,1682,0.00584624
554,1682,0.00997592
578,1682,0.0135496
583,1682,0.00949281
600,1682,0.0184354
609,1682,0.00249682
617,1682,0.00171428
655,1682,0.00338716
657,1682,0.00433113
667,1682,0.00303044
680,1682,0.0323473
682,1682,0.0168713
688,1682,0.0147871
690,1682,0.00112773
695,1682,0.00188387
696,1682,0.0350311
723,1682,0.00304482
729,1682,0.00376919
736,1682,0.00499511
740,1682,0.0209989
749,1682,2.12548
758,1682,0.00173888
771,1682,0.00695867
776,1682,0.106031
817,1682,0.00244303
821,1682,0.00548836
864,1682,0.00326976
886,1682,0.00580701
897,1682,0.00529124
922,1682,0.00608054
952,1682,0.00530663
960,1682,0.00807568
965,1682,0.0039184
1039,1682,0.00317454
1065,1682,0.00226518
1085,1682,0.00258814
1144,1682,0.0094085
1193,1682,0.00273888
1248,1682,0.00241343
1250,1682,0.00206045
1269,1682,0.0150574
1282,1682,0.00980101
1299,1682,0.00240356
1301,1682,0.00258231
1332,1682,0.0886177
1337,1682,0.110008
1339,1682,0.361759
1354,1682,0.00132967
1411,1682,0.013715
1426,1682,0.108866
1445,1682,1.27665
1533,1682,0.00631869
1551,1682,0.00113928
1574,1682,0.0045055
1633,1682,0.00320107
1659,1682,0.00653264
1681,1682,0.00900549
1816,1682,0.0010044
1829,1682,0.00220046
1833,1682,0.198429
1893,1682,0.127412
1959,1682,0.00231113
2001,1682,0.0129304
2028,1682,0.00135763
2063,1682,0.00389219
2219,1682,0.00175239
2255,1682,0.102611
2294,1682,0.00157538
2443,1682,0.00740616
2522,1682,0.133742
2528,1682,0.00348075
2536,1682,0.302471
2561,1682,0.0073529
2604,1682,0.00972467
2614,1682,0.0266311
2797,1682,0.00302392
2815,1682,0.0201186
2828,1682,0.0182224
2867,1682,0.029815
2868,1682,0.0143046
2869,1682,0.0149073
86,1683,0.0291812
113,1683,0.0196893
140,1683,0.12744
247,1683,0.419863
433,1683,0.0227911
462,1683,0.12539
609,1683,0.0396428
1065,1683,0.0269905
1833,1683,0.377887
1174,1700,1.10118
225,1702,0.0637224
1206,1702,1.70155
1377,1702,0.799556
1654,1702,0.235283
1995,1702,0.132448
149,1711,0.0746413
1702,1711,2.45992
1995,1714,0.132448
1224,1715,1.17503
1283,1715,0.654304
1758,1715,0.64493
210,1728,0.0506252
240,1728,0.118854
1659,1728,0.0255605
1498,1741,0.472351
134,1742,0.00298156
145,1742,0.132609
176,1742,0.00287399
182,1742,0.00387522
192,1742,0.00297618
193,1742,0.00387522
206,1742,0.00333278
212,1742,0.00292395
233,1742,0.017417
723,1742,0.0233382
1248,1742,0.00514794
1250,1742,0.00302984
1299,1742,0.00512689
1301,1742,0.00550812
1354,1742,0.00283642
1551,1742,0.00243031
1829,1742,0.00469373
1959,1742,0.00492977
1498,1744,0.62479
210,1745,0.100994
248,1745,0.0166835
1794,1745,0.198013
1923,1745,2.83469
192,1746,0.00892588
212,1746,0.0087693
1354,1746,0.00850685
1551,1746,0.00728915
1659,1746,0.010232
218,1757,0.105704
1681,1757,0.0900019
1224,1758,0.605869
1283,1758,3.98013
1681,1758,0.223488
1681,1760,0.223488
1158,1763,0.165285
1468,1763,0.523865
1974,1763,0.141905
3,1777,0.0116663
4,1777,0.0116663
11,1777,0.0202227
15,1777,0.00109091
29,1777,0.00203122
45,1777,0.00210147
48,1777,0.0223965
74,1777,0.0315397
81,1777,0.0126977
82,1777,0.0126977
86,1777,0.00531203
90,1777,0.00733843
98,1777,0.313934
113,1777,0.144521
115,1777,0.00316545
145,1777,0.149061
168,1777,0.000898763
169,1777,0.000650244
176,1777,0.00538806
192,1777,0.00557961
206,1777,0.00624805
212,1777,0.00548171
230,1777,0.0615383
248,1777,0.0333392
347,1777,0.00125245
408,1777,0.0399381
417,1777,0.00192289
433,1777,0.0625506
444,1777,0.00420964
532,1777,0.00130313
554,1777,0.00133739
578,1777,0.00197025
583,1777,0.00148044
609,1777,0.1674
617,1777,0.00099995
655,1777,0.00117578
680,1777,0.00101621
682,1777,0.00273782
688,1777,0.00215031
690,1777,0.000834062
696,1777,0.00123287
729,1777,0.0895476
731,1777,0.0183001
740,1777,0.00360295
771,1777,0.00101157
939,1777,0.0227015
957,1777,0.0312989
1020,1777,0.00494702
1094,1777,0.00665596
1248,1777,0.00965021
1250,1777,0.0453514
1354,1777,0.00531763
1551,1777,0.00455634
1833,1777,0.0697939
1893,1777,0.042618
1959,1777,0.0369141
2063,1777,0.00291928
2219,1777,0.000915255
2294,1777,0.000822801
149,1781,0.035317
195,1781,0.0392702
224,1781,0.205806
227,1781,0.135025
233,1781,0.0348036
1056,1781,0.258934
1250,1781,0.0100959
1269,1781,0.0107817
1574,1781,0.0238663
1728,1781,0.713971
1816,1781,0.0336204
1923,1781,2.83469
8,1794,0.00369235
11,1794,0.00276005
15,1794,0.014261
16,1794,0.0295252
17,1794,0.00733276
24,1794,0.0187016
26,1794,0.0208539
29,1794,0.00739867
33,1794,0.0126166
39,1794,0.00669862
42,1794,0.00232936
45,1794,0.0076545
48,1794,0.00305702
52,1794,0.0340358
62,1794,0.00101673
63,1794,0.02444
68,1794,0.00767082
73,1794,0.0011805
75,1794,0.00969661
76,1794,0.00969661
85,1794,0.00133314
86,1794,0.00966967
88,1794,0.0111372
133,1794,0.0174731
134,1794,0.0186202
148,1794,0.00562108
168,1794,0.00418581
169,1794,0.00302852
192,1794,0.0445498
198,1794,0.0142213
199,1794,0.0128229
200,1794,0.0191549
201,1794,0.0139543
210,1794,0.200968
215,1794,0.151638
233,1794,0.0116147
298,1794,0.0072862
337,1794,0.00628431
344,1794,0.004575
347,1794,0.00583267
402,1794,0.0114811
408,1794,0.00545552
417,1794,0.0010926
419,1794,0.0424816
421,1794,0.00307753
433,1794,0.0235848
444,1794,0.0172058
448,1794,0.00307488
453,1794,0.0116975
500,1794,0.00136082
508,1794,0.0873357
509,1794,0.130717
532,1794,0.00548717
535,1794,0.00913524
554,1794,0.00563138
578,1794,0.00847198
583,1794,0.00241668
600,1794,0.00920704
609,1794,0.0102461
617,1794,0.0135951
644,1794,0.00142929
655,1794,0.00504692
667,1794,0.00760596
670,1794,0.0320955
680,1794,0.00482385
682,1794,0.00997153
688,1794,0.00783233
690,1794,0.0111715
695,1794,0.00113426
696,1794,0.00574148
729,1794,0.0170681
731,1794,0.00249745
736,1794,0.0226146
758,1794,0.00881929
771,1794,0.00480182
817,1794,0.0966549
827,1794,0.0135259
864,1794,0.0129073
886,1794,0.0167595
897,1794,0.0208809
903,1794,0.00147861
937,1794,0.00146898
939,1794,0.00847099
948,1794,0.00138116
952,1794,0.0161536
960,1794,0.0389602
964,1794,0.00129976
965,1794,0.017031
973,1794,0.00101138
1017,1794,0.00128018
1020,1794,0.00123698
1032,1794,0.00162583
1039,1794,0.0125316
1065,1794,0.0102602
1081,1794,0.00140282
1085,1794,0.0102177
1094,1794,0.00166441
1193,1794,0.0124048
1250,1794,0.0167756
1633,1794,0.0126363
1816,1794,0.0263075
2028,1794,0.00340789
2063,1794,0.013591
2219,1794,0.00426261
2225,1794,0.00555272
2255,1794,0.00131912
2294,1794,0.00383209
2338,1794,0.0064399
2488,1794,0.00112388
2797,1794,0.0014728
2815,1794,0.00891503
15,1816,0.00908732
24,1816,0.0165151
48,1816,0.0223965
86,1816,0.0291812
98,1816,0.028955
113,1816,0.0147706
115,1816,0.0434372
133,1816,0.378699
134,1816,0.111847
176,1816,0.00422089
182,1816,0.00569121
184,1816,0.00216589
186,1816,0.00341844
192,1816,0.00437096
193,1816,0.00569121
206,1816,0.00489464
212,1816,0.00429426
218,1816,0.00132825
224,1816,0.00108303
230,1816,0.00385728
233,1816,0.147081
238,1816,0.00141393
240,1816,0.118854
248,1816,0.00834525
250,1816,0.106588
690,1816,0.013892
723,1816,0.0466219
817,1816,3.11301
821,1816,0.0189853
827,1816,0.048654
952,1816,0.0463712
960,1816,0.00104659
963,1816,1.81269
1065,1816,0.0269905
1144,1816,0.00147579
1171,1816,2.83469
1248,1816,0.00756012
1250,1816,1.02731
1269,1816,0.00151688
1282,1816,0.00153738
1299,1816,0.00752922
1301,1816,0.00808901
1354,1816,0.00416572
1411,1816,0.0012651
1551,1816,0.00356931
1681,1816,0.00141255
1829,1816,0.00689316
1893,1816,0.0106716
1959,1816,0.00723976
2001,1816,0.00139499
1951,1824,0.298485
1951,1825,0.298485
33,1829,0.00358864
73,1829,0.00241577
85,1829,0.00272809
98,1829,0.146597
113,1829,0.075
115,1829,0.0886403
168,1829,0.00104507
169,1829,0.000756094
182,1829,0.0119438
184,1829,0.0034652
186,1829,0.011542
192,1829,0.0445498
193,1829,0.0119438
218,1829,0.128554
224,1829,0.424522
230,1829,0.021826
233,1829,0.80053
238,1829,0.782122
248,1829,0.576233
250,1829,0.00249178
251,1829,0.00201447
285,1829,0.00131574
337,1829,0.00720178
344,1829,0.00524299
347,1829,0.00145632
433,1829,0.0186873
500,1829,0.00278474
532,1829,0.00151525
554,1829,0.00155508
583,1829,0.00172142
609,1829,0.0889754
644,1829,0.00292483
655,1829,0.00136717
688,1829,0.00250031
690,1829,0.000969833
723,1829,0.0466219
729,1829,0.0895476
749,1829,0.0278406
758,1829,0.00192976
821,1829,0.00820127
827,1829,0.00143264
903,1829,0.00302576
937,1829,0.00300606
948,1829,0.00282636
952,1829,0.0040947
960,1829,0.0689221
964,1829,0.00265979
973,1829,0.00206968
1004,1829,0.167819
1017,1829,0.00261973
1020,1829,0.00253134
1037,1829,0.115606
1081,1829,0.00287068
1094,1829,0.00340593
1144,1829,0.142732
1250,1829,0.0113572
1269,1829,0.0416316
1282,1829,0.148645
1411,1829,0.663364
1533,1829,0.168199
1648,1829,0.105874
1659,1829,0.0510556
1681,1829,0.0631347
1893,1829,0.65143
1959,1829,0.0184741
2001,1829,0.0419979
2028,1829,0.00096901
2031,1829,0.00163824
2063,1829,0.00339443
2219,1829,0.00106424
2255,1829,0.0026994
2294,1829,0.000956739
2338,1829,0.00738007
2488,1829,0.0022999
2797,1829,0.00168788
3,1833,0.0465838
4,1833,0.0465838
8,1833,0.000984721
11,1833,0.0226466
15,1833,0.00769879
17,1833,0.0120299
24,1833,0.0133793
25,1833,0.0970916
29,1833,0.0265455
33,1833,0.0676435
35,1833,0.0617101
36,1833,0.0164419
37,1833,0.0029928
39,1833,0.00207404
45,1833,0.0274625
48,1833,0.0223965
52,1833,0.0646439
53,1833,0.0480253
56,1833,0.00542241
57,1833,0.00491536
63,1833,0.234398
64,1833,0.0998217
68,1833,0.00384052
73,1833,0.00608367
85,1833,0.00687005
90,1833,0.00875835
98,1833,0.176552
113,1833,0.0395807
115,1833,0.0703694
133,1833,0.00131154
134,1833,0.00139772
140,1833,0.799878
148,1833,0.00069442
166,1833,0.45235
167,1833,0.0490781
168,1833,0.0358243
169,1833,0.110367
170,1833,0.226831
173,1833,2.14509
174,1833,2.17056
176,1833,0.00134729
182,1833,0.0180312
184,1833,0.0445228
186,1833,2.19913
192,1833,0.00139519
193,1833,0.0180312
206,1833,0.00156238
212,1833,0.00137071
218,1833,0.00846825
224,1833,0.00474041
230,1833,0.0245754
233,1833,0.0531233
238,1833,0.00901429
247,1833,2.35155
248,1833,0.0709893
250,1833,0.00249178
251,1833,0.00201447
261,1833,0.34728
263,1833,0.200383
264,1833,0.0934319
277,1833,0.392974
278,1833,0.328048
281,1833,0.0900048
285,1833,0.0121711
286,1833,0.0106798
292,1833,0.0553529
296,1833,0.101189
297,1833,0.0669382
298,1833,0.0292791
300,1833,0.00831746
302,1833,0.350841
305,1833,2.13755
309,1833,0.220536
311,1833,0.384006
321,1833,0.467055
322,1833,0.451904
329,1833,0.126753
335,1833,0.0676055
337,1833,0.0748436
340,1833,0.0722926
342,1833,0.00461095
343,1833,0.00703187
344,1833,0.140089
347,1833,0.0897879
351,1833,0.718485
360,1833,0.0189485
364,1833,0.0175285
367,1833,0.0205554
370,1833,0.017346
371,1833,0.17426
386,1833,0.0195122
402,1833,0.04601
408,1833,0.04472
417,1833,0.0186068
425,1833,0.408105
433,1833,0.00315349
444,1833,0.0262562
448,1833,0.000919343
452,1833,0.0230149
453,1833,0.0128885
459,1833,0.487706
462,1833,0.218399
479,1833,0.0346858
500,1833,0.00278474
532,1833,0.0243789
535,1833,0.00282871
543,1833,0.0179454
546,1833,1.53518
554,1833,0.0188291
578,1833,0.020601
583,1833,0.0276915
591,1833,2.21199
600,1833,0.0514448
601,1833,0.0698192
609,1833,0.0594053
617,1833,0.00176587
635,1833,0.442611
644,1833,0.00736538
654,1833,1.53518
655,1833,0.0135291
657,1833,0.00866039
666,1833,0.0356801
667,1833,0.00235504
680,1833,0.0166879
